src,dst,success
0,1,2746
0,3,4687
1,2,3510
2,3,4277
2,13,6199
3,4,8281
3,10,4313
4,8,10397
4,11,5269
5,6,2055
5,7,3481
6,9,4891
7,8,6842
8,9,7177
8,12,5658
8,15,7907
9,17,4806
10,11,7288
10,13,5296
11,14,5865
11,15,10084
12,16,4127
12,17,3352
13,14,5939
13,19,6063
13,20,5084
14,18,4950
15,16,6610
15,21,7516
16,22,4544
17,23,4846
18,20,6475
18,21,10031
19,24,2845
20,25,5342
21,26,7540
22,23,3885
22,26,3683
23,27,2824
24,25,2177
26,27,3098
