src,dst,success
0,1,5938
0,2,5876
0,7,8894
1,2,5432
1,3,8857
2,5,9682
3,4,8310
3,10,9693
4,5,9110
4,6,7642
5,9,7924
5,12,9332
6,7,7585
7,8,9966
8,9,7606
8,11,7542
8,13,6846
10,11,6839
10,13,6050
11,12,6080
12,13,5275
