src,dst,success
0,1,5945
0,2,5794
0,7,8766
1,2,5442
1,3,8719
2,5,9542
3,4,8174
3,10,9634
4,5,8968
4,6,7606
5,9,7773
5,12,9187
6,7,7590
7,8,9874
8,9,7331
8,11,7339
8,13,6684
10,11,6559
10,13,5809
11,12,5904
12,13,5169
