src,dst,success
0,1,6052
0,2,6079
0,7,9036
1,2,5698
1,3,8944
2,5,9821
3,4,8439
3,10,9891
4,5,9188
4,6,7832
5,9,8155
5,12,9497
6,7,7851
7,8,10103
8,9,7796
8,11,7687
8,13,7085
10,11,7023
10,13,6170
11,12,6180
12,13,5502
