src,dst,success
0,1,2744
0,3,4727
1,2,3561
2,3,4353
2,13,6338
3,4,8385
3,10,4273
4,8,10407
4,11,5228
5,6,2063
5,7,3534
6,9,4899
7,8,6886
8,9,7318
8,12,5652
8,15,7886
9,17,4834
10,11,7250
10,13,5466
11,14,5846
11,15,10120
12,16,4134
12,17,3332
13,14,6054
13,19,6343
13,20,5164
14,18,4914
15,16,6604
15,21,7473
16,22,4587
17,23,4907
18,20,6470
18,21,10073
19,24,3001
20,25,5414
21,26,7650
22,23,3979
22,26,3767
23,27,2802
24,25,2244
26,27,3119
