src,dst,success
0,1,2713
0,3,4610
1,2,3472
2,3,4243
2,13,6141
3,4,8170
3,10,4324
4,8,10337
4,11,5117
5,6,2083
5,7,3407
6,9,4845
7,8,6768
8,9,7122
8,12,5648
8,15,7873
9,17,4729
10,11,7167
10,13,5488
11,14,5913
11,15,10047
12,16,4079
12,17,3346
13,14,6049
13,19,6235
13,20,5096
14,18,4957
15,16,6586
15,21,7366
16,22,4586
17,23,4800
18,20,6425
18,21,9970
19,24,2972
20,25,5390
21,26,7515
22,23,3854
22,26,3741
23,27,2777
24,25,2288
26,27,3109
