src,dst,success
0,1,3197
0,3,4867
1,2,3704
2,3,4943
2,13,6999
3,4,8519
3,10,4952
4,8,10446
4,11,5727
5,6,2478
5,7,3946
6,9,5214
7,8,6995
8,9,7436
8,12,6132
8,15,8386
9,17,5477
10,11,7687
10,13,6002
11,14,6329
11,15,10312
12,16,4883
12,17,3798
13,14,6403
13,19,6546
13,20,5613
14,18,5657
15,16,6857
15,21,7698
16,22,5125
17,23,5265
18,20,6573
18,21,10214
19,24,3404
20,25,5641
21,26,7396
22,23,4278
22,26,4205
23,27,3009
24,25,2563
26,27,3174
