src,dst,success
0,1,3230
0,3,4972
1,2,3792
2,3,4880
2,13,6989
3,4,8594
3,10,4901
4,8,10496
4,11,5682
5,6,2566
5,7,3996
6,9,5233
7,8,6977
8,9,7503
8,12,6250
8,15,8433
9,17,5619
10,11,7623
10,13,6032
11,14,6329
11,15,10318
12,16,4990
12,17,3879
13,14,6447
13,19,6526
13,20,5554
14,18,5758
15,16,6879
15,21,7825
16,22,5162
17,23,5509
18,20,6546
18,21,10249
19,24,3406
20,25,5614
21,26,7616
22,23,4364
22,26,4334
23,27,3159
24,25,2551
26,27,3237
