src,dst,generated,served
0,1,158,151
0,2,161,160
0,3,168,163
0,4,168,161
0,5,141,136
0,6,154,143
0,7,163,154
0,8,177,174
0,9,166,158
0,10,149,145
0,11,153,149
0,12,157,151
0,13,187,178
0,14,147,145
0,15,149,148
0,16,153,147
0,17,169,162
0,18,141,138
0,19,183,179
0,20,150,142
0,21,174,166
0,22,153,149
0,23,174,165
0,24,165,159
0,25,155,151
0,26,155,152
0,27,148,142
1,0,0,0
1,2,151,148
1,3,176,172
1,4,160,157
1,5,179,173
1,6,143,137
1,7,159,152
1,8,167,160
1,9,158,151
1,10,170,166
1,11,166,164
1,12,149,141
1,13,171,169
1,14,147,142
1,15,148,145
1,16,149,143
1,17,153,147
1,18,162,156
1,19,170,168
1,20,169,162
1,21,185,178
1,22,166,157
1,23,173,166
1,24,134,131
1,25,153,148
1,26,138,134
1,27,150,141
2,0,0,0
2,1,0,0
2,3,150,148
2,4,169,163
2,5,157,151
2,6,160,154
2,7,171,166
2,8,166,160
2,9,137,133
2,10,150,146
2,11,159,157
2,12,163,154
2,13,164,157
2,14,160,147
2,15,165,162
2,16,149,142
2,17,148,142
2,18,156,150
2,19,148,141
2,20,131,129
2,21,150,143
2,22,168,166
2,23,164,156
2,24,175,168
2,25,171,165
2,26,163,160
2,27,174,170
3,0,0,0
3,1,0,0
3,2,0,0
3,4,145,139
3,5,141,138
3,6,121,116
3,7,183,173
3,8,156,148
3,9,171,169
3,10,151,144
3,11,132,130
3,12,167,159
3,13,157,150
3,14,163,160
3,15,152,144
3,16,151,146
3,17,174,168
3,18,169,162
3,19,150,146
3,20,142,137
3,21,155,148
3,22,161,153
3,23,163,156
3,24,138,132
3,25,159,154
3,26,158,148
3,27,133,130
4,0,0,0
4,1,0,0
4,2,0,0
4,3,0,0
4,5,138,135
4,6,158,153
4,7,161,154
4,8,175,167
4,9,167,162
4,10,147,146
4,11,136,131
4,12,171,167
4,13,157,153
4,14,182,176
4,15,138,131
4,16,168,161
4,17,163,158
4,18,149,145
4,19,142,131
4,20,164,157
4,21,166,162
4,22,148,143
4,23,166,163
4,24,172,169
4,25,142,133
4,26,152,149
4,27,170,166
5,0,0,0
5,1,0,0
5,2,0,0
5,3,0,0
5,4,0,0
5,6,161,158
5,7,159,156
5,8,135,132
5,9,167,161
5,10,150,146
5,11,158,151
5,12,153,148
5,13,146,140
5,14,152,144
5,15,173,169
5,16,178,172
5,17,154,149
5,18,159,154
5,19,140,131
5,20,146,141
5,21,156,151
5,22,155,152
5,23,166,160
5,24,176,173
5,25,157,148
5,26,144,142
5,27,156,154
6,0,0,0
6,1,0,0
6,2,0,0
6,3,0,0
6,4,0,0
6,5,0,0
6,7,134,133
6,8,154,148
6,9,143,139
6,10,158,152
6,11,153,145
6,12,158,152
6,13,148,142
6,14,149,143
6,15,166,163
6,16,152,148
6,17,159,155
6,18,169,164
6,19,154,146
6,20,148,146
6,21,149,140
6,22,153,147
6,23,159,154
6,24,158,152
6,25,171,167
6,26,145,141
6,27,161,159
7,0,0,0
7,1,0,0
7,2,0,0
7,3,0,0
7,4,0,0
7,5,0,0
7,6,0,0
7,8,156,154
7,9,158,154
7,10,154,147
7,11,144,140
7,12,152,148
7,13,134,131
7,14,136,133
7,15,156,153
7,16,172,167
7,17,161,156
7,18,148,142
7,19,158,150
7,20,186,174
7,21,161,156
7,22,157,150
7,23,161,154
7,24,151,143
7,25,157,150
7,26,161,158
7,27,139,135
8,0,0,0
8,1,0,0
8,2,0,0
8,3,0,0
8,4,0,0
8,5,0,0
8,6,0,0
8,7,0,0
8,9,160,155
8,10,153,149
8,11,153,146
8,12,164,157
8,13,151,149
8,14,190,185
8,15,170,167
8,16,159,153
8,17,156,151
8,18,130,128
8,19,137,131
8,20,152,147
8,21,135,132
8,22,166,160
8,23,145,139
8,24,163,157
8,25,160,152
8,26,183,178
8,27,158,154
9,0,0,0
9,1,0,0
9,2,0,0
9,3,0,0
9,4,0,0
9,5,0,0
9,6,0,0
9,7,0,0
9,8,0,0
9,10,172,166
9,11,167,159
9,12,180,177
9,13,169,164
9,14,154,149
9,15,177,170
9,16,171,164
9,17,151,147
9,18,145,136
9,19,147,134
9,20,151,146
9,21,149,143
9,22,152,147
9,23,153,146
9,24,152,150
9,25,159,150
9,26,155,153
9,27,162,158
10,0,0,0
10,1,0,0
10,2,0,0
10,3,0,0
10,4,0,0
10,5,0,0
10,6,0,0
10,7,0,0
10,8,0,0
10,9,0,0
10,11,148,146
10,12,170,167
10,13,142,136
10,14,165,163
10,15,161,154
10,16,152,145
10,17,168,164
10,18,143,137
10,19,145,140
10,20,145,144
10,21,172,171
10,22,140,133
10,23,159,155
10,24,155,149
10,25,158,155
10,26,150,145
10,27,178,171
11,0,0,0
11,1,0,0
11,2,0,0
11,3,0,0
11,4,0,0
11,5,0,0
11,6,0,0
11,7,0,0
11,8,0,0
11,9,0,0
11,10,0,0
11,12,163,161
11,13,161,158
11,14,160,155
11,15,166,160
11,16,157,150
11,17,151,147
11,18,150,147
11,19,162,153
11,20,158,156
11,21,183,179
11,22,190,184
11,23,172,169
11,24,159,157
11,25,183,177
11,26,160,152
11,27,157,152
12,0,0,0
12,1,0,0
12,2,0,0
12,3,0,0
12,4,0,0
12,5,0,0
12,6,0,0
12,7,0,0
12,8,0,0
12,9,0,0
12,10,0,0
12,11,0,0
12,13,138,132
12,14,159,152
12,15,172,158
12,16,151,146
12,17,142,135
12,18,161,150
12,19,164,158
12,20,159,152
12,21,162,158
12,22,159,157
12,23,175,172
12,24,153,146
12,25,164,156
12,26,145,141
12,27,145,141
13,0,0,0
13,1,0,0
13,2,0,0
13,3,0,0
13,4,0,0
13,5,0,0
13,6,0,0
13,7,0,0
13,8,0,0
13,9,0,0
13,10,0,0
13,11,0,0
13,12,0,0
13,14,155,152
13,15,168,163
13,16,164,155
13,17,178,171
13,18,170,167
13,19,142,139
13,20,159,155
13,21,165,155
13,22,160,153
13,23,134,130
13,24,158,156
13,25,171,165
13,26,129,119
13,27,130,124
14,0,0,0
14,1,0,0
14,2,0,0
14,3,0,0
14,4,0,0
14,5,0,0
14,6,0,0
14,7,0,0
14,8,0,0
14,9,0,0
14,10,0,0
14,11,0,0
14,12,0,0
14,13,0,0
14,15,173,162
14,16,157,152
14,17,161,155
14,18,203,198
14,19,191,186
14,20,130,127
14,21,178,170
14,22,157,153
14,23,143,140
14,24,164,158
14,25,161,156
14,26,160,152
14,27,186,177
15,0,0,0
15,1,0,0
15,2,0,0
15,3,0,0
15,4,0,0
15,5,0,0
15,6,0,0
15,7,0,0
15,8,0,0
15,9,0,0
15,10,0,0
15,11,0,0
15,12,0,0
15,13,0,0
15,14,0,0
15,16,161,156
15,17,152,144
15,18,154,146
15,19,148,145
15,20,154,146
15,21,153,148
15,22,179,177
15,23,154,153
15,24,149,140
15,25,150,145
15,26,156,151
15,27,145,136
16,0,0,0
16,1,0,0
16,2,0,0
16,3,0,0
16,4,0,0
16,5,0,0
16,6,0,0
16,7,0,0
16,8,0,0
16,9,0,0
16,10,0,0
16,11,0,0
16,12,0,0
16,13,0,0
16,14,0,0
16,15,0,0
16,17,155,150
16,18,156,150
16,19,163,152
16,20,158,148
16,21,166,165
16,22,164,162
16,23,167,161
16,24,145,140
16,25,156,151
16,26,131,125
16,27,134,125
17,0,0,0
17,1,0,0
17,2,0,0
17,3,0,0
17,4,0,0
17,5,0,0
17,6,0,0
17,7,0,0
17,8,0,0
17,9,0,0
17,10,0,0
17,11,0,0
17,12,0,0
17,13,0,0
17,14,0,0
17,15,0,0
17,16,0,0
17,18,172,168
17,19,172,168
17,20,163,160
17,21,174,169
17,22,138,136
17,23,170,164
17,24,177,169
17,25,151,142
17,26,144,141
17,27,145,142
18,0,0,0
18,1,0,0
18,2,0,0
18,3,0,0
18,4,0,0
18,5,0,0
18,6,0,0
18,7,0,0
18,8,0,0
18,9,0,0
18,10,0,0
18,11,0,0
18,12,0,0
18,13,0,0
18,14,0,0
18,15,0,0
18,16,0,0
18,17,0,0
