src,dst,success
0,1,2917
0,3,4723
1,2,3440
2,3,4628
2,13,6451
3,4,8388
3,10,4594
4,8,10359
4,11,5350
5,6,2269
5,7,3781
6,9,4964
7,8,6724
8,9,7301
8,12,5765
8,15,8090
9,17,5098
10,11,7340
10,13,5744
11,14,5988
11,15,9964
12,16,4584
12,17,3386
13,14,6076
13,19,6246
13,20,5148
14,18,5272
15,16,6481
15,21,7475
16,22,4872
17,23,4903
18,20,6410
18,21,9914
19,24,3254
20,25,5477
21,26,7304
22,23,3947
22,26,3976
23,27,2787
24,25,2464
26,27,3069
