src,dst,success
0,1,2940
0,3,4618
1,2,3473
2,3,4589
2,13,6478
3,4,8236
3,10,4553
4,8,10219
4,11,5253
5,6,2309
5,7,3801
6,9,4837
7,8,6594
8,9,7237
8,12,5781
8,15,7987
9,17,5185
10,11,7191
10,13,5611
11,14,5934
11,15,9820
12,16,4417
12,17,3550
13,14,5979
13,19,6145
13,20,5175
14,18,5278
15,16,6469
15,21,7396
16,22,4686
17,23,4980
18,20,6287
18,21,9835
19,24,3143
20,25,5441
21,26,7115
22,23,3926
22,26,3872
23,27,2822
24,25,2437
26,27,2975
