src,dst,success
0,1,14970
0,2,13248
0,7,20176
1,2,13299
1,3,20174
2,5,20172
3,4,20170
3,10,20172
4,5,20173
4,6,20178
5,9,20163
5,12,20179
6,7,20159
7,8,20176
8,9,20179
8,11,19584
8,13,19424
10,11,17304
10,13,17015
11,12,15954
12,13,15413
