src,dst,avg_delay,max_delay,count
3,5,1.8571428571428572,5.0,1799
2,3,1.6714761376248612,5.0,1802
7,13,0.8417008196721312,5.0,1952
2,5,0.7698334965719883,5.0,2042
7,8,0.3305785123966942,5.0,2057
5,7,1.5642002176278564,5.0,1838
2,7,0.9036391594054332,5.0,1951
2,6,2.2727790432801824,5.0,1756
9,10,0.6336,5.0,1875
5,8,0.8542739443872297,5.0,1942
6,7,0.09484833895040924,3.0,2077
0,2,0.008264462809917356,1.0,1936
5,13,0.9441160666308437,5.0,1861
12,13,0.008871365204534253,1.0,2029
9,11,0.33930348258706466,5.0,2010
9,13,0.3567787971457696,5.0,1962
8,13,0.009375,1.0,1920
5,11,0.7124874118831823,5.0,1986
5,9,0.18785094435936703,5.0,1959
4,6,0.29809619238476953,5.0,1996
0,1,0.009391992090954029,1.0,2023
11,12,0.009332023575638507,1.0,2036
5,12,0.4193069306930693,5.0,2020
2,12,1.040169133192389,5.0,1892
0,5,1.854014598540146,5.0,1644
4,9,1.2620260328239954,5.0,1767
0,12,2.8662301216089805,5.0,1069
2,10,3.2216981132075473,5.0,1060
2,8,3.3723916532905296,5.0,1246
3,4,0.29222387320455673,5.0,2019
6,13,2.8030431107354183,5.0,1183
9,12,0.46532091097308487,5.0,1932
3,7,1.8207650273224043,5.0,1830
8,10,0.01006036217303823,2.0,1988
1,2,0.00989068193649141,1.0,1921
3,11,1.5082315454062667,5.0,1883
3,13,1.4937261320240043,5.0,1833
1,10,1.5766871165644172,5.0,1793
2,4,2.5422759059122697,5.0,1573
6,12,2.0215252152521526,5.0,1626
1,6,1.520150456743686,5.0,1861
5,10,1.0563524590163935,5.0,1952
11,13,0.009940357852882704,1.0,2012
10,11,0.008740359897172237,1.0,1945
7,11,0.5686868686868687,5.0,1980
5,6,0.8666315234580917,5.0,1897
4,11,2.7957875457875456,5.0,1092
0,4,2.428067700987306,5.0,1418
1,4,1.863773965691221,5.0,1982
2,13,2.7628205128205128,5.0,780
8,12,0.011840157868771583,1.0,2027
1,8,2.7184822521419827,5.0,1634
0,7,0.9606828763579928,5.0,1933
3,6,1.0775,5.0,2000
7,12,1.707814269535674,5.0,1766
4,13,2.7954220314735334,5.0,699
3,10,1.1246712256706997,5.0,1901
1,11,3.0119718309859156,5.0,1420
1,13,2.8537604456824512,5.0,1436
3,12,1.7287917737789202,5.0,1556
1,5,1.531925849639547,5.0,1942
10,13,0.010329562223315297,2.0,2033
1,9,1.8377518557794275,5.0,1886
4,12,1.7178571428571427,5.0,1680
3,9,2.665742024965326,5.0,1442
4,7,0.6822476379910493,5.0,2011
10,12,0.008880118401578688,1.0,2027
4,5,0.5521717423864204,5.0,2003
1,7,0.6218446601941747,5.0,2060
0,6,1.7080498866213152,5.0,1764
7,9,0.8164948453608247,5.0,1940
1,12,2.4062111801242234,5.0,1610
7,10,1.7456896551724137,5.0,1624
3,8,2.405952380952381,5.0,1680
0,10,2.5229007633587788,5.0,1310
0,11,3.3493827160493828,5.0,810
0,13,2.9787581699346406,5.0,612
6,11,2.4815634218289087,5.0,1356
0,8,1.4629142556549184,5.0,1901
6,9,1.9338422391857506,5.0,1572
0,3,1.8439024390243903,5.0,1640
8,9,0.20924453280318092,5.0,2012
2,9,1.2673322240709928,5.0,1803
6,10,1.7748267898383372,5.0,1732
1,3,0.484863523573201,5.0,2015
4,8,2.6881510416666665,5.0,1536
2,11,3.261608154020385,5.0,883
6,8,1.0167296276308688,5.0,1853
8,11,0.009354997538158542,1.0,2031
0,9,2.311034482758621,5.0,1450
4,10,1.7976412166356301,5.0,1611
