src,dst,generated,served
0,1,2023,2023
0,2,1936,1936
0,3,2011,1640
0,4,2031,1418
0,5,2063,1644
0,6,2049,1764
0,7,1986,1933
0,8,2085,1901
0,9,2039,1450
0,10,2000,1310
0,11,2107,810
0,12,1997,1069
0,13,1907,612
1,2,1921,1921
1,3,2017,2015
1,4,2050,1982
1,5,1981,1942
1,6,1926,1861
1,7,2068,2060
1,8,1981,1634
1,9,2008,1886
1,10,1938,1793
1,11,1987,1420
1,12,2026,1610
1,13,2052,1436
2,3,2037,1802
2,4,1962,1573
2,5,2053,2042
2,6,2002,1756
2,7,2007,1951
2,8,2017,1246
2,9,1976,1803
2,10,2111,1060
2,11,2033,883
2,12,2090,1892
2,13,2023,780
3,4,2020,2019
3,5,2044,1799
3,6,2106,2000
3,7,2017,1830
3,8,1981,1680
3,9,2033,1442
3,10,1943,1901
3,11,2010,1883
3,12,2081,1556
3,13,2029,1833
4,5,2012,2003
4,6,2003,1996
4,7,2045,2011
4,8,1972,1536
4,9,1963,1767
4,10,2026,1611
4,11,2002,1092
4,12,2001,1680
4,13,2049,699
5,6,1985,1897
5,7,2040,1838
5,8,2009,1942
5,9,1961,1959
5,10,2013,1952
5,11,2048,1986
5,12,2027,2020
5,13,2039,1861
6,7,2077,2077
6,8,1963,1853
6,9,2047,1572
6,10,1968,1732
6,11,2032,1356
6,12,2024,1626
6,13,2033,1183
7,8,2060,2057
7,9,2014,1940
7,10,1915,1624
7,11,2037,1980
7,12,2127,1766
7,13,2061,1952
8,9,2014,2012
8,10,1989,1988
8,11,2031,2031
8,12,2028,2027
8,13,1920,1920
9,10,1954,1875
9,11,2028,2010
9,12,1995,1932
9,13,1993,1962
10,11,1945,1945
10,12,2027,2027
10,13,2033,2033
11,12,2036,2036
11,13,2012,2012
12,13,2029,2029
