src,dst,success
0,1,6576
0,3,11900
1,2,9948
2,3,10477
2,13,16834
3,4,17130
3,10,12904
4,8,20042
4,11,12776
5,6,3844
5,7,7857
6,9,11688
7,8,16093
8,9,14654
8,12,13516
8,15,18106
9,17,11655
10,11,15814
10,13,14225
11,14,14583
11,15,20044
12,16,11891
12,17,8758
13,14,14802
13,19,16823
13,20,14724
14,18,13541
15,16,13995
15,21,18655
16,22,10319
17,23,13394
18,20,14688
18,21,20042
19,24,8504
20,25,14014
21,26,15255
22,23,8746
22,26,8251
23,27,7830
24,25,4546
26,27,6600
