src,dst,generated,served
0,1,609,605
0,2,566,564
0,3,574,570
0,4,614,610
0,5,550,288
0,6,553,274
0,7,542,264
0,8,596,282
0,9,560,293
0,10,586,583
0,11,564,563
0,12,579,308
0,13,544,542
0,14,568,566
0,15,563,290
0,16,591,321
0,17,557,273
0,18,660,659
0,19,587,583
0,20,604,603
0,21,594,330
0,22,619,349
0,23,600,325
0,24,596,596
0,25,621,615
0,26,612,312
0,27,611,331
1,2,561,558
1,3,555,551
1,4,601,597
1,5,592,334
1,6,540,278
1,7,615,335
1,8,612,335
1,9,559,305
1,10,574,570
1,11,591,586
1,12,598,311
1,13,629,624
1,14,582,579
1,15,571,294
1,16,599,315
1,17,556,306
1,18,563,557
1,19,607,606
1,20,597,595
1,21,596,303
1,22,571,277
1,23,572,286
1,24,577,574
1,25,617,615
1,26,608,317
1,27,524,273
2,3,585,584
2,4,591,588
2,5,603,332
2,6,609,329
2,7,576,302
2,8,563,280
2,9,544,300
2,10,565,562
2,11,545,544
2,12,566,277
2,13,554,552
2,14,540,536
2,15,572,308
2,16,564,310
2,17,616,318
2,18,559,554
2,19,570,569
2,20,582,579
2,21,550,267
2,22,586,304
2,23,628,335
2,24,560,557
2,25,611,608
2,26,605,318
2,27,547,268
3,4,541,539
3,5,590,313
3,6,621,330
3,7,596,287
3,8,580,287
3,9,595,314
3,10,595,593
3,11,578,574
3,12,542,275
3,13,560,558
3,14,551,547
3,15,593,305
3,16,586,308
3,17,606,311
3,18,582,578
3,19,624,622
3,20,582,577
3,21,531,265
3,22,617,293
3,23,602,306
3,24,566,562
3,25,581,580
3,26,628,339
3,27,541,271
4,5,605,319
4,6,611,316
4,7,597,307
4,8,608,325
4,9,595,321
4,10,543,542
4,11,567,562
4,12,593,320
4,13,555,553
4,14,598,591
4,15,605,314
4,16,596,312
4,17,595,317
4,18,630,626
4,19,559,556
4,20,597,591
4,21,607,290
4,22,647,320
4,23,608,311
4,24,602,599
4,25,574,570
4,26,590,285
4,27,602,315
5,6,587,583
5,7,581,580
5,8,588,584
5,9,609,605
5,10,586,313
5,11,552,301
5,12,588,586
5,13,550,282
5,14,597,302
5,15,598,597
5,16,583,581
5,17,527,522
5,18,581,299
5,19,586,299
5,20,586,314
5,21,600,598
5,22,550,549
5,23,584,579
5,24,582,305
5,25,574,295
5,26,596,593
5,27,580,576
6,7,584,580
6,8,596,592
6,9,609,607
6,10,572,284
6,11,601,316
6,12,604,600
6,13,637,346
6,14,626,328
6,15,568,566
6,16,588,585
6,17,594,591
6,18,577,292
6,19,563,274
6,20,594,317
6,21,600,598
6,22,606,605
6,23,589,586
6,24,628,316
6,25,570,310
6,26,613,610
6,27,605,602
7,8,603,598
7,9,586,586
7,10,592,310
7,11,575,290
7,12,589,587
7,13,567,284
7,14,582,285
7,15,564,562
7,16,586,584
7,17,593,592
7,18,586,295
7,19,611,327
7,20,593,305
7,21,601,596
7,22,576,574
7,23,569,567
7,24,587,304
7,25,578,276
7,26,553,552
7,27,599,595
8,9,570,568
8,10,538,301
8,11,653,324
8,12,597,591
8,13,588,319
8,14,601,320
8,15,582,579
8,16,558,555
8,17,575,571
8,18,558,279
8,19,592,334
8,20,600,327
8,21,566,562
8,22,541,540
8,23,574,573
8,24,596,327
8,25,589,293
8,26,604,601
8,27,590,586
9,10,589,313
9,11,572,283
9,12,571,565
9,13,622,329
9,14,598,323
9,15,610,603
9,16,583,578
9,17,573,571
9,18,555,290
9,19,559,296
9,20,609,324
9,21,580,576
9,22,557,553
9,23,557,553
9,24,639,333
9,25,600,310
9,26,552,549
9,27,573,568
10,11,566,562
10,12,578,296
10,13,575,572
10,14,602,597
10,15,556,309
10,16,579,291
10,17,587,307
10,18,592,590
10,19,604,601
10,20,603,597
10,21,601,343
10,22,621,351
10,23,640,332
10,24,559,558
10,25,585,583
10,26,609,310
10,27,577,291
11,12,570,298
11,13,563,562
11,14,591,591
11,15,582,295
11,16,576,307
11,17,578,292
11,18,622,621
11,19,586,579
11,20,613,612
11,21,637,341
11,22,597,297
11,23,569,295
11,24,578,575
11,25,540,534
11,26,600,320
11,27,584,311
12,13,583,304
12,14,581,304
12,15,584,584
12,16,590,585
12,17,546,544
12,18,590,303
12,19,620,351
12,20,673,370
12,21,594,588
12,22,585,581
12,23,598,593
12,24,623,331
12,25,573,314
12,26,592,589
12,27,578,574
13,14,594,590
13,15,591,334
13,16,589,293
13,17,586,307
13,18,587,581
13,19,593,589
13,20,585,585
13,21,626,324
13,22,592,320
13,23,573,287
13,24,585,580
13,25,607,605
13,26,552,292
13,27,616,317
14,15,619,321
14,16,562,299
14,17,589,289
14,18,594,588
14,19,622,619
14,20,546,545
14,21,576,299
14,22,571,295
14,23,623,317
14,24,563,561
14,25,563,560
14,26,599,301
14,27,530,307
15,16,603,598
15,17,595,592
15,18,574,298
15,19,576,310
15,20,583,293
15,21,577,575
15,22,578,577
15,23,601,596
15,24,566,311
15,25,582,306
15,26,572,570
15,27,604,600
16,17,620,618
16,18,583,304
16,19,557,291
16,20,574,304
16,21,583,581
16,22,580,576
16,23,609,609
16,24,588,329
16,25,605,328
16,26,577,575
16,27,545,540
17,18,611,310
17,19,566,289
17,20,620,316
17,21,579,577
17,22,612,608
17,23,581,579
17,24,587,310
17,25,614,328
17,26,569,567
17,27,597,596
18,19,584,582
18,20,564,561
18,21,586,290
18,22,562,278
18,23,515,276
18,24,582,578
18,25,580,579
18,26,580,308
18,27,581,312
19,20,595,590
19,21,570,290
19,22,591,297
19,23,607,350
19,24,563,562
19,25,567,566
19,26,585,303
19,27,573,303
20,21,658,333
20,22,593,292
20,23,558,314
20,24,575,571
20,25,586,581
20,26,547,274
20,27,551,278
21,22,587,585
21,23,604,603
21,24,615,357
21,25,586,328
21,26,566,562
21,27,591,590
22,23,578,575
22,24,609,317
22,25,542,280
22,26,582,581
22,27,555,548
23,24,599,308
23,25,549,310
23,26,588,582
23,27,606,602
24,25,599,595
24,26,557,298
24,27,578,298
25,26,595,304
25,27,579,311
26,27,582,580
