src,dst,generated,served
0,1,660,660
0,2,626,626
0,3,633,633
0,4,626,625
0,5,627,513
0,6,643,459
0,7,633,553
0,8,660,633
0,9,661,401
0,10,630,630
0,11,642,642
0,12,644,342
0,13,616,616
0,14,630,630
0,15,633,468
0,16,616,178
0,17,636,164
0,18,702,702
0,19,647,647
0,20,639,639
0,21,677,347
0,22,655,154
0,23,631,103
0,24,654,654
0,25,634,634
0,26,688,191
0,27,675,151
1,2,618,618
1,3,634,634
1,4,630,630
1,5,663,425
1,6,632,401
1,7,663,474
1,8,689,454
1,9,616,315
1,10,680,680
1,11,643,643
1,12,691,228
1,13,685,685
1,14,626,626
1,15,638,329
1,16,612,235
1,17,652,257
1,18,624,624
1,19,592,592
1,20,646,646
1,21,659,309
1,22,657,137
1,23,631,136
1,24,615,615
1,25,683,683
1,26,632,132
1,27,628,146
2,3,592,592
2,4,592,591
2,5,666,386
2,6,628,317
2,7,651,426
2,8,653,616
2,9,628,327
2,10,626,626
2,11,616,616
2,12,610,217
2,13,600,600
2,14,647,647
2,15,645,335
2,16,601,265
2,17,622,221
2,18,633,633
2,19,603,602
2,20,679,679
2,21,637,461
2,22,636,209
2,23,592,118
2,24,611,611
2,25,593,593
2,26,601,54
2,27,590,44
3,4,621,621
3,5,634,438
3,6,635,238
3,7,645,447
3,8,651,646
3,9,654,342
3,10,625,625
3,11,633,633
3,12,615,298
3,13,589,589
3,14,629,629
3,15,607,486
3,16,680,191
3,17,642,117
3,18,615,615
3,19,603,603
3,20,662,662
3,21,621,164
3,22,593,70
3,23,606,29
3,24,660,660
3,25,648,647
3,26,650,7
3,27,610,34
4,5,671,637
4,6,643,464
4,7,629,602
4,8,608,605
4,9,618,541
4,10,656,656
4,11,635,635
4,12,629,511
4,13,618,618
4,14,591,591
4,15,646,618
4,16,637,378
4,17,653,230
4,18,673,672
4,19,639,639
4,20,616,616
4,21,640,393
4,22,618,22
4,23,640,20
4,24,638,638
4,25,620,620
4,26,677,51
4,27,633,9
5,6,678,678
5,7,632,632
5,8,683,683
5,9,653,653
5,10,666,68
5,11,606,43
5,12,676,676
5,13,633,5
5,14,661,7
5,15,684,683
5,16,578,578
5,17,667,667
5,18,626,48
5,19,626,110
5,20,588,100
5,21,634,634
5,22,665,665
5,23,648,648
5,24,631,225
5,25,630,271
5,26,659,659
5,27,675,675
6,7,665,665
6,8,697,697
6,9,599,599
6,10,658,62
6,11,647,81
6,12,612,612
6,13,687,9
6,14,664,4
6,15,664,664
6,16,626,626
6,17,673,673
6,18,662,42
6,19,602,83
6,20,642,56
6,21,672,672
6,22,621,621
6,23,653,653
6,24,604,227
6,25,652,272
6,26,650,650
6,27,600,600
7,8,646,646
7,9,692,692
7,10,648,144
7,11,644,498
7,12,662,662
7,13,614,5
7,14,629,96
7,15,646,646
7,16,690,690
7,17,660,660
7,18,618,167
7,19,605,11
7,20,641,41
7,21,658,658
7,22,603,603
7,23,639,639
7,24,620,124
7,25,614,231
7,26,632,632
7,27,674,673
8,9,645,645
8,10,641,566
8,11,652,629
8,12,612,611
8,13,642,231
8,14,636,544
8,15,628,628
8,16,614,614
8,17,631,631
8,18,669,489
8,19,613,1
8,20,648,173
8,21,613,613
8,22,663,663
8,23,651,651
8,24,643,52
8,25,644,180
8,26,649,648
8,27,682,682
9,10,650,300
9,11,629,589
9,12,625,625
9,13,641,24
9,14,658,271
9,15,618,618
9,16,654,654
9,17,586,586
9,18,656,163
9,19,617,6
9,20,611,11
9,21,659,659
9,22,636,636
9,23,646,646
9,24,655,59
9,25,615,20
