src,dst,success
0,1,15940
0,4,15565
1,2,20197
1,5,16691
2,3,16014
2,6,16389
3,7,15201
4,5,16860
4,8,20190
5,6,20199
5,9,20196
6,7,16664
6,10,20196
7,11,20195
8,9,17309
8,12,16226
9,10,20198
9,13,17373
10,11,17213
10,14,17473
11,15,16035
12,13,15502
13,14,20198
14,15,15580
