src,dst,generated,served
0,1,996,995
0,2,917,913
0,3,917,908
0,4,938,918
0,5,910,909
0,6,923,923
0,7,958,957
0,8,953,928
0,9,964,854
0,10,930,930
0,11,926,925
0,12,945,913
0,13,921,647
0,14,953,376
0,15,963,954
0,16,926,898
0,17,979,620
0,18,953,119
0,19,972,53
0,20,966,869
0,21,972,731
0,22,911,202
0,23,911,10
0,24,903,2
1,2,966,965
1,3,991,988
1,4,949,943
1,5,947,947
1,6,1018,1018
1,7,925,924
1,8,947,943
1,9,939,910
1,10,924,923
1,11,955,955
1,12,924,920
1,13,954,893
1,14,965,732
1,15,971,959
1,16,936,927
1,17,945,830
1,18,913,372
1,19,945,155
1,20,981,748
1,21,969,749
1,22,981,312
1,23,951,38
1,24,900,12
2,3,933,930
2,4,945,944
2,5,935,933
2,6,900,900
2,7,961,961
2,8,928,928
2,9,938,938
2,10,897,892
2,11,954,954
2,12,943,943
2,13,983,982
2,14,908,891
2,15,924,735
2,16,968,887
2,17,930,918
2,18,898,783
2,19,967,625
2,20,924,263
2,21,890,312
2,22,967,586
2,23,908,316
2,24,963,217
3,4,889,889
3,5,880,867
3,6,1001,999
3,7,927,927
3,8,981,981
3,9,955,955
3,10,909,829
3,11,951,918
3,12,906,905
3,13,949,949
3,14,935,935
3,15,954,371
3,16,933,514
3,17,939,868
3,18,933,923
3,19,937,892
3,20,938,49
3,21,941,65
3,22,969,392
3,23,935,589
3,24,927,489
4,5,932,901
4,6,959,945
4,7,909,909
4,8,935,934
4,9,879,879
4,10,949,624
4,11,984,812
4,12,915,907
4,13,914,911
4,14,915,915
4,15,937,116
4,16,972,204
4,17,1002,788
4,18,936,911
4,19,963,951
4,20,908,12
4,21,955,16
4,22,945,270
4,23,952,544
4,24,948,710
5,6,1002,1002
5,7,963,963
5,8,957,950
5,9,883,843
5,10,931,930
5,11,1003,1003
5,12,966,963
5,13,948,872
5,14,965,555
5,15,927,927
5,16,955,955
5,17,971,919
5,18,984,339
5,19,976,60
5,20,960,940
5,21,977,891
5,22,983,414
5,23,958,28
5,24,930,4
6,7,943,943
6,8,1026,1024
6,9,1027,1019
6,10,979,979
6,11,927,927
6,12,945,944
6,13,934,927
6,14,919,811
6,15,941,939
6,16,945,944
6,17,876,860
6,18,878,611
6,19,944,258
6,20,906,866
6,21,961,902
6,22,932,613
6,23,917,84
6,24,951,20
7,8,923,923
7,9,905,904
7,10,911,910
7,11,904,904
7,12,947,946
7,13,957,956
7,14,938,936
7,15,947,894
7,16,947,930
7,17,918,914
7,18,945,929
7,19,888,795
7,20,873,417
7,21,903,603
7,22,940,858
7,23,894,583
7,24,941,395
8,9,945,945
8,10,952,915
8,11,959,949
8,12,892,892
8,13,914,914
8,14,904,904
8,15,971,463
8,16,934,764
8,17,945,935
8,18,907,905
8,19,962,956
8,20,961,48
8,21,923,174
8,22,979,717
8,23,949,888
8,24,931,810
9,10,1000,809
9,11,989,915
9,12,971,971
9,13,958,956
9,14,979,979
9,15,968,107
9,16,895,332
9,17,885,835
9,18,945,942
9,19,932,930
9,20,930,6
9,21,934,43
9,22,906,544
9,23,936,824
9,24,984,946
10,11,1007,1006
10,12,1007,1007
10,13,914,905
10,14,938,770
10,15,913,912
10,16,921,921
10,17,916,915
10,18,919,774
10,19,956,432
10,20,944,943
10,21,961,961
10,22,928,864
10,23,920,442
10,24,979,210
11,12,939,939
11,13,963,961
11,14,951,927
11,15,904,903
11,16,977,977
11,17,938,938
11,18,947,937
11,19,934,723
11,20,919,918
11,21,888,888
11,22,971,966
11,23,970,815
11,24,910,417
12,13,980,979
12,14,921,921
12,15,931,928
12,16,976,976
12,17,958,958
12,18,902,902
12,19,877,875
12,20,979,942
12,21,967,966
12,22,919,918
12,23,909,909
12,24,998,955
13,14,962,962
13,15,887,801
13,16,928,925
13,17,925,925
13,18,943,943
13,19,938,938
13,20,948,517
13,21,936,827
13,22,875,873
13,23,971,971
13,24,953,953
14,15,955,505
14,16,945,819
14,17,924,920
14,18,921,921
14,19,931,931
14,20,905,207
14,21,927,432
14,22,891,858
14,23,929,929
14,24,951,951
15,16,962,962
15,17,936,935
15,18,993,959
15,19,930,575
15,20,945,944
15,21,917,917
15,22,929,922
15,23,963,751
15,24,920,370
16,17,934,934
16,18,900,898
16,19,955,897
16,20,945,945
16,21,886,886
16,22,959,957
16,23,932,916
16,24,904,683
17,18,907,907
17,19,907,906
17,20,965,961
17,21,923,923
17,22,942,942
17,23,986,985
17,24,918,914
18,19,955,955
18,20,961,850
18,21,973,966
18,22,937,937
18,23,1042,1042
18,24,890,890
19,20,929,371
19,21,944,777
19,22,897,897
19,23,969,969
19,24,979,979
20,21,963,963
20,22,953,953
20,23,923,890
20,24,936,572
21,22,958,958
21,23,952,950
21,24,983,912
22,23,915,915
22,24,981,981
23,24,988,988
