src,dst,success
0,1,6755
0,3,12910
1,2,11079
2,3,10595
2,13,17694
3,4,17358
3,10,14013
4,8,20066
4,11,14173
5,6,4893
5,7,8448
6,9,13320
7,8,17979
8,9,15053
8,12,14655
8,15,18640
9,17,13509
10,11,16033
10,13,15586
11,14,15626
11,15,20068
12,16,12871
12,17,9832
13,14,15494
13,19,18333
13,20,15795
14,18,14230
15,16,14424
15,21,19544
16,22,11522
17,23,16098
18,20,15620
18,21,20066
19,24,9701
20,25,15604
21,26,16514
22,23,9766
22,26,9223
23,27,9273
24,25,4990
26,27,7391
