src,dst,success
0,1,12470
0,5,12118
1,2,19936
1,6,14059
2,3,19849
2,7,14554
3,4,12405
3,8,13906
4,9,12097
5,6,13839
5,10,19887
6,7,20036
6,11,20044
7,8,20040
7,12,20084
8,9,13733
8,13,20044
9,14,19913
10,11,14636
10,15,19856
11,12,20085
11,16,20030
12,13,20068
12,17,20073
13,14,14781
13,18,20016
14,19,19883
15,16,14185
15,20,12044
16,17,20059
16,21,14130
17,18,20014
17,22,14695
18,19,14186
18,23,14003
19,24,12036
20,21,11727
21,22,19948
22,23,19830
23,24,11677
