src,dst,generated,served
0,1,666,656
0,2,658,634
0,3,642,623
0,4,658,637
0,5,639,627
0,6,682,667
0,7,698,682
0,8,647,632
0,9,627,604
0,10,672,662
0,11,634,621
0,12,627,614
0,13,660,648
0,14,662,641
0,15,659,642
0,16,665,647
0,17,696,676
0,18,631,608
0,19,663,640
0,20,651,641
0,21,664,645
0,22,650,639
0,23,635,609
0,24,636,614
1,2,687,671
1,3,652,639
1,4,699,679
1,5,644,622
1,6,654,637
1,7,646,629
1,8,678,656
1,9,652,627
1,10,629,616
1,11,631,609
1,12,654,631
1,13,642,626
1,14,666,649
1,15,655,642
1,16,654,648
1,17,649,635
1,18,682,666
1,19,631,611
1,20,611,588
1,21,639,622
1,22,634,615
1,23,625,612
1,24,604,594
2,3,638,624
2,4,634,617
2,5,625,607
2,6,632,618
2,7,619,610
2,8,670,649
2,9,620,609
2,10,635,610
2,11,650,641
2,12,651,637
2,13,645,624
2,14,620,605
2,15,657,637
2,16,618,596
2,17,611,595
2,18,678,665
2,19,674,654
2,20,678,660
2,21,610,598
2,22,633,621
2,23,662,641
2,24,664,641
3,4,613,603
3,5,618,593
3,6,615,595
3,7,625,608
3,8,645,631
3,9,635,616
3,10,683,667
3,11,639,626
3,12,653,642
3,13,647,630
3,14,680,662
3,15,702,690
3,16,665,647
3,17,636,608
3,18,664,640
3,19,624,612
3,20,646,625
3,21,643,622
3,22,639,621
3,23,603,582
3,24,656,639
4,5,656,644
4,6,650,637
4,7,676,660
4,8,676,664
4,9,662,647
4,10,655,637
4,11,633,610
4,12,656,640
4,13,653,633
4,14,620,603
4,15,666,648
4,16,687,665
4,17,642,631
4,18,662,640
4,19,652,632
4,20,665,650
4,21,670,650
4,22,640,623
4,23,654,634
4,24,654,636
5,6,592,578
5,7,639,620
5,8,625,611
5,9,649,632
5,10,694,676
5,11,647,632
5,12,648,626
5,13,617,598
5,14,625,610
5,15,643,629
5,16,665,646
5,17,615,600
5,18,651,624
5,19,640,622
5,20,693,673
5,21,634,614
5,22,624,606
5,23,656,636
5,24,647,635
6,7,694,677
6,8,629,612
6,9,645,633
6,10,643,619
6,11,665,653
6,12,664,645
6,13,601,585
6,14,629,612
6,15,658,643
6,16,643,625
6,17,641,623
6,18,623,606
6,19,645,627
6,20,638,620
6,21,633,610
6,22,648,628
6,23,622,598
6,24,629,618
7,8,687,673
7,9,622,605
7,10,634,625
7,11,656,635
7,12,605,593
7,13,619,598
7,14,683,661
7,15,637,619
7,16,673,657
7,17,623,608
7,18,634,617
7,19,657,637
7,20,679,662
7,21,663,638
7,22,622,607
7,23,593,578
7,24,659,633
8,9,633,622
8,10,674,663
8,11,646,632
8,12,667,646
8,13,666,643
8,14,690,670
8,15,651,630
8,16,661,636
8,17,580,566
8,18,645,629
8,19,653,642
8,20,634,620
8,21,639,616
8,22,627,601
8,23,672,655
8,24,637,613
9,10,655,636
9,11,628,613
9,12,641,624
9,13,687,673
9,14,623,603
9,15,648,633
9,16,668,648
9,17,620,608
9,18,676,661
9,19,615,601
9,20,664,645
9,21,689,663
9,22,627,607
9,23,680,662
9,24,635,612
10,11,677,664
10,12,656,639
10,13,668,649
10,14,694,681
10,15,640,622
10,16,657,640
10,17,620,601
10,18,653,626
10,19,687,674
10,20,655,632
10,21,680,661
10,22,622,604
10,23,650,635
10,24,661,642
11,12,703,680
11,13,629,613
11,14,666,655
11,15,648,627
11,16,620,604
11,17,682,661
11,18,679,652
11,19,639,626
11,20,663,637
11,21,617,602
11,22,641,632
11,23,673,661
11,24,681,660
12,13,628,606
12,14,698,679
12,15,684,665
12,16,696,678
12,17,649,631
12,18,626,609
12,19,635,622
12,20,656,645
12,21,634,614
12,22,697,676
12,23,654,633
12,24,643,624
13,14,673,662
13,15,635,621
13,16,607,594
13,17,665,648
13,18,621,606
13,19,658,635
13,20,577,554
13,21,655,638
13,22,662,637
13,23,633,621
13,24,637,619
14,15,626,610
14,16,646,634
14,17,655,645
14,18,625,610
14,19,671,652
14,20,649,634
14,21,645,632
14,22,644,626
14,23,704,687
14,24,684,663
15,16,634,624
15,17,665,645
15,18,685,665
15,19,676,662
15,20,644,630
15,21,642,631
15,22,684,666
15,23,655,636
15,24,663,648
16,17,650,634
16,18,612,597
16,19,644,629
16,20,682,669
16,21,647,634
16,22,610,599
16,23,637,619
16,24,687,670
17,18,648,635
17,19,606,590
17,20,645,625
17,21,651,640
17,22,646,629
17,23,636,626
17,24,687,665
18,19,619,604
18,20,668,646
18,21,632,620
18,22,651,637
18,23,616,605
18,24,708,685
19,20,655,636
19,21,676,660
19,22,642,618
19,23,658,639
19,24,604,593
20,21,635,623
20,22,644,625
20,23,670,654
20,24,663,647
21,22,701,669
21,23,626,613
21,24,634,615
22,23,615,593
22,24,673,657
23,24,600,593
