src,dst,success
0,1,13690
0,5,13500
1,2,20004
1,6,15038
2,3,19980
2,7,15799
3,4,13486
3,8,14904
4,9,13307
5,6,15077
5,10,20009
6,7,20010
6,11,20009
7,8,19990
7,12,20012
8,9,14772
8,13,20010
9,14,20008
10,11,15815
10,15,19906
11,12,20007
11,16,19975
12,13,20005
12,17,19984
13,14,15614
13,18,19941
14,19,19858
15,16,14689
15,20,12639
16,17,20010
16,21,14607
17,18,19978
17,22,15223
18,19,14446
18,23,14153
19,24,12400
20,21,12109
21,22,19998
22,23,19933
23,24,11874
