src,dst,success
0,1,16805
0,4,17164
1,2,20186
1,5,18188
2,3,16469
2,6,18059
3,7,16751
4,5,17202
4,8,20184
5,6,20189
5,9,20188
6,7,16698
6,10,20187
7,11,20187
8,9,17116
8,12,16239
9,10,20187
9,13,17248
10,11,16704
10,14,17266
11,15,16105
12,13,15509
13,14,20187
14,15,15302
