src,dst,success
0,1,15394
0,5,15076
1,2,19918
1,6,16928
2,3,19917
2,7,17797
3,4,15570
3,8,16913
4,9,15234
5,6,16612
5,10,19920
6,7,19922
6,11,19918
7,8,19919
7,12,19922
8,9,16701
8,13,19919
9,14,19919
10,11,17747
10,15,19922
11,12,19917
11,16,19921
12,13,19920
12,17,19915
13,14,17697
13,18,19921
14,19,19919
15,16,17230
15,20,15321
16,17,19920
16,21,17025
17,18,19916
17,22,17797
18,19,17228
18,23,16969
19,24,15239
20,21,14887
21,22,19917
22,23,19918
23,24,15036
