src,dst,success
0,1,7054
0,3,11291
1,2,10869
2,3,10303
2,13,18014
3,4,15933
3,10,13331
4,8,20138
4,11,13789
5,6,4881
5,7,8158
6,9,13243
7,8,16591
8,9,14962
8,12,15580
8,15,18084
9,17,15285
10,11,14963
10,13,15517
11,14,14746
11,15,20140
12,16,13046
12,17,10564
13,14,15121
13,19,17852
13,20,15906
14,18,13521
15,16,14739
15,21,19648
16,22,12902
17,23,17100
18,20,14835
18,21,20138
19,24,8962
20,25,14793
21,26,16956
22,23,10026
22,26,10112
23,27,9979
24,25,4899
26,27,7972
