src,dst,success
0,1,7194
0,3,12004
1,2,10755
2,3,11029
2,13,17886
3,4,17681
3,10,14240
4,8,20114
4,11,14891
5,6,4881
5,7,8963
6,9,14362
7,8,17956
8,9,16288
8,12,14651
8,15,19165
9,17,13432
10,11,16781
10,13,16120
11,14,16431
11,15,20116
12,16,13691
12,17,10434
13,14,16169
13,19,17598
13,20,15932
14,18,14584
15,16,14720
15,21,19427
16,22,11988
17,23,15890
18,20,15786
18,21,20114
19,24,8624
20,25,14465
21,26,16516
22,23,10230
22,26,9775
23,27,9170
24,25,4941
26,27,8274
