src,dst,success
0,1,7211
0,3,11898
1,2,10677
2,3,11134
2,13,17876
3,4,17596
3,10,14341
4,8,20042
4,11,14944
5,6,4450
5,7,8775
6,9,14117
7,8,17965
8,9,16298
8,12,14407
8,15,19227
9,17,13087
10,11,16730
10,13,16132
11,14,16459
11,15,20044
12,16,13684
12,17,10458
13,14,16066
13,19,18082
13,20,15951
14,18,14709
15,16,14693
15,21,19775
16,22,11752
17,23,16002
18,20,15625
18,21,20042
19,24,8674
20,25,14206
21,26,16456
22,23,10112
22,26,9666
23,27,9167
24,25,4694
26,27,8086
