src,dst,success
0,1,17811
0,4,17616
1,2,20044
1,5,18503
2,3,17887
2,6,18589
3,7,17766
4,5,18384
4,8,20041
5,6,20046
5,9,20045
6,7,18476
6,10,20044
7,11,20044
8,9,18737
8,12,17729
9,10,20045
9,13,18626
10,11,18740
10,14,18614
11,15,17788
12,13,17562
13,14,20045
14,15,17631
