src,dst,avg_delay,max_delay,count
15,24,1.0571030640668524,5.0,718
9,17,1.7054380664652569,5.0,662
8,20,2.668269230769231,5.0,416
9,22,2.0854092526690393,5.0,562
4,16,2.938775510204082,5.0,490
5,13,1.5388349514563107,5.0,618
7,10,0.9114441416893733,5.0,734
15,21,0.0,0.0,764
13,20,1.6736214605067063,5.0,671
13,15,1.2678571428571428,5.0,616
20,22,0.08446866485013624,3.0,734
8,11,1.481203007518797,5.0,665
10,16,0.15134370579915135,4.0,707
10,20,0.2422680412371134,4.0,776
17,22,0.0,0.0,723
7,8,0.18494897959183673,4.0,784
22,24,0.07114624505928854,3.0,759
22,23,0.09336941813261164,4.0,739
14,24,0.15203145478374835,4.0,763
0,3,0.5071707953063885,4.0,767
9,13,0.20052424639580602,3.0,763
0,2,0.2065359477124183,5.0,765
12,18,0.2590120160213618,5.0,749
10,11,0.0,0.0,801
6,20,0.6112531969309463,5.0,782
4,9,0.0024509803921568627,1.0,816
5,10,0.24415584415584415,4.0,770
6,13,0.9009247027741083,5.0,757
4,20,1.787481804949054,5.0,687
14,17,0.4619354838709677,5.0,775
10,15,0.1797175866495507,4.0,779
17,18,0.058011049723756904,2.0,724
11,16,0.14285714285714285,3.0,777
12,16,0.24132947976878613,4.0,692
8,24,0.9043126684636119,5.0,742
16,22,0.05991440798858773,3.0,701
21,23,0.1618798955613577,5.0,766
16,23,0.3033419023136247,5.0,778
2,11,0.7267683772538142,5.0,721
1,7,0.08136482939632546,5.0,762
6,11,0.26496815286624203,5.0,785
15,16,0.0012804097311139564,1.0,781
19,24,0.0012836970474967907,1.0,779
7,14,0.7523680649526387,5.0,739
0,5,0.0026455026455026454,1.0,756
7,9,0.20694259012016022,4.0,749
4,18,0.6189821182943603,5.0,727
5,15,0.4479025710419486,5.0,739
6,22,0.7862371888726208,5.0,683
3,13,0.24110671936758893,5.0,759
6,15,0.43157894736842106,5.0,760
17,19,0.09960681520314547,4.0,763
16,18,0.18503401360544217,4.0,735
11,15,0.17101827676240208,4.0,766
17,24,0.17533252720677148,5.0,827
8,16,2.8641425389755013,5.0,449
12,19,0.5589005235602095,5.0,764
13,14,0.0,0.0,757
3,9,0.003952569169960474,2.0,759
4,24,0.45632333767926986,5.0,767
6,10,0.18467336683417085,5.0,796
2,23,2.1243781094527363,5.0,603
1,9,1.5542857142857143,5.0,700
5,18,1.9090909090909092,5.0,561
14,18,0.10141206675224647,2.0,779
17,21,0.06824146981627296,5.0,762
0,15,0.7225130890052356,5.0,764
7,22,0.7415730337078652,5.0,801
4,15,2.3001605136436596,5.0,623
3,5,1.2940226171243943,5.0,619
3,14,0.44794520547945205,5.0,730
4,21,2.7807377049180326,5.0,488
12,22,0.23294723294723294,4.0,777
2,22,1.4757575757575758,5.0,660
0,19,2.5808510638297872,5.0,470
2,20,2.2529711375212225,5.0,589
2,21,1.8696969696969696,5.0,660
0,21,1.7674418604651163,5.0,559
3,22,2.480769230769231,5.0,520
15,19,1.0864553314121037,5.0,694
11,22,0.4222520107238606,5.0,746
12,24,1.2941176470588236,5.0,731
1,18,2.8058252427184467,5.0,412
0,8,1.6474358974358974,5.0,624
16,21,0.0027247956403269754,1.0,734
19,20,0.9027181688125894,5.0,699
13,22,0.41601049868766404,5.0,762
1,15,1.610878661087866,5.0,717
1,11,0.2714819427148194,5.0,803
14,20,1.896923076923077,5.0,650
8,21,2.8184438040345823,5.0,347
8,15,2.7414141414141415,5.0,495
14,21,1.6079027355623101,5.0,658
