src,dst,success
0,1,14886
0,5,14262
1,2,20133
1,6,16018
2,3,20132
2,7,16995
3,4,15006
3,8,16180
4,9,14555
5,6,16143
5,10,20138
6,7,20140
6,11,20137
7,8,20135
7,12,20140
8,9,15972
8,13,20138
9,14,20137
10,11,17459
10,15,20139
11,12,20135
11,16,20137
12,13,20135
12,17,20131
13,14,17187
13,18,20137
14,19,20136
15,16,16664
15,20,14504
16,17,20136
16,21,16195
17,18,20132
17,22,17074
18,19,16395
18,23,16290
19,24,14637
20,21,14338
21,22,20132
22,23,20133
23,24,14222
