src,dst,success
0,1,6033
0,2,5933
0,7,8820
1,2,5447
1,3,8842
2,5,9724
3,4,8170
3,10,9830
4,5,9167
4,6,7635
5,9,8128
5,12,9344
6,7,7407
7,8,10080
8,9,7454
8,11,7514
8,13,6843
10,11,6677
10,13,5842
11,12,5897
12,13,5171
