src,dst,success
0,1,5538
0,2,5596
0,7,8636
1,2,5283
1,3,8653
2,5,9575
3,4,7966
3,10,9666
4,5,8926
4,6,7537
5,9,7930
5,12,9249
6,7,7271
7,8,9913
8,9,7316
8,11,7203
8,13,6621
10,11,6498
10,13,5678
11,12,5614
12,13,4860
