src,dst,success
0,1,5856
0,2,5746
0,7,8525
1,2,5366
1,3,8644
2,5,9504
3,4,8044
3,10,9588
4,5,8873
4,6,7363
5,9,7887
5,12,9175
6,7,7306
7,8,9840
8,9,7268
8,11,7408
8,13,6670
10,11,6714
10,13,5789
11,12,5725
12,13,5050
