src,dst,success
0,1,5473
0,2,5491
0,7,8414
1,2,5194
1,3,8278
2,5,9183
3,4,7799
3,10,9234
4,5,8485
4,6,7096
5,9,7367
5,12,8692
6,7,7002
7,8,9526
8,9,6809
8,11,6954
8,13,6158
10,11,6111
10,13,5378
11,12,5384
12,13,4613
