src,dst,success
0,1,5445
0,2,5466
0,7,8355
1,2,4945
1,3,8075
2,5,9088
3,4,7608
3,10,9083
4,5,8361
4,6,6986
5,9,7291
5,12,8571
6,7,6930
7,8,9472
8,9,6834
8,11,6822
8,13,6045
10,11,6199
10,13,5339
11,12,5293
12,13,4667
