src,dst,success
0,1,6300
0,3,10070
1,2,9630
2,3,9469
2,13,16299
3,4,15325
3,10,11478
4,8,20122
4,11,12488
5,6,3947
5,7,7171
6,9,11378
7,8,15191
8,9,14270
8,12,13809
8,15,17330
9,17,12978
10,11,14264
10,13,13148
11,14,13055
11,15,20124
12,16,11102
12,17,9195
13,14,13854
13,19,15525
13,20,13807
14,18,11676
15,16,13650
15,21,18931
16,22,10789
17,23,14420
18,20,13754
18,21,20122
19,24,7781
20,25,12643
21,26,16090
22,23,8842
22,26,8406
23,27,8256
24,25,3949
26,27,7039
