src,dst,success
0,1,15414
0,5,15067
1,2,19994
1,6,16740
2,3,19992
2,7,17559
3,4,15337
3,8,16743
4,9,14996
5,6,16551
5,10,19995
6,7,19997
6,11,19994
7,8,19994
7,12,19997
8,9,16537
8,13,19995
9,14,19993
10,11,17719
10,15,19997
11,12,19992
11,16,19996
12,13,19995
12,17,19990
13,14,17619
13,18,19996
14,19,19994
15,16,17052
15,20,14908
16,17,19995
16,21,16826
17,18,19991
17,22,17649
18,19,17043
18,23,16872
19,24,14917
20,21,14724
21,22,19992
22,23,19993
23,24,14636
