src,dst,avg_delay,max_delay,count
0,3,1.3027375201288245,5.0,621
8,11,1.3818493150684932,5.0,584
0,2,1.0046875,5.0,640
9,17,1.3522012578616351,5.0,636
1,9,1.29803328290469,5.0,661
4,15,1.6113013698630136,5.0,584
13,15,1.334983498349835,5.0,606
2,22,1.4166666666666667,5.0,576
15,16,0.2907303370786517,4.0,712
0,21,1.253565768621236,5.0,631
6,15,1.2532258064516129,5.0,620
7,10,1.2166405023547882,5.0,637
16,22,0.9270186335403726,5.0,644
7,8,0.889894419306184,5.0,663
5,13,1.3820998278829604,5.0,581
21,23,1.2519685039370079,5.0,635
11,16,1.0536231884057972,5.0,690
5,15,1.2891933028919331,5.0,657
0,8,1.2301587301587302,5.0,630
15,24,1.2343499197431782,5.0,623
9,22,1.5205696202531647,5.0,632
22,24,0.839563862928349,5.0,642
10,15,0.9891975308641975,5.0,648
9,13,0.8679245283018868,5.0,636
14,24,0.9703125,5.0,640
5,17,1.3723577235772357,5.0,615
0,15,1.2630718954248366,5.0,612
11,15,0.8995633187772926,5.0,687
2,11,1.3181102362204724,5.0,635
6,13,1.3738170347003154,5.0,634
8,23,1.218944099378882,5.0,644
10,16,1.0377952755905513,5.0,635
6,10,0.9104258443465492,5.0,681
16,23,1.225552050473186,5.0,634
3,9,0.31850789096126253,4.0,697
8,20,1.470494417862839,5.0,627
12,18,1.218298555377207,5.0,623
20,22,0.880057803468208,5.0,692
16,19,1.2492063492063492,5.0,630
5,21,1.2755905511811023,5.0,635
3,22,1.396440129449838,5.0,618
7,14,1.1578171091445428,5.0,678
0,5,0.2964669738863287,3.0,651
4,9,0.29455081001472755,4.0,679
4,18,1.2926447574334898,5.0,639
7,19,1.4876847290640394,5.0,609
19,22,0.9669811320754716,5.0,636
17,22,0.32409972299168976,4.0,722
1,7,0.9696509863429439,5.0,659
15,21,0.29583975346687214,3.0,649
1,18,1.527182866556837,5.0,607
14,15,1.403755868544601,5.0,639
4,7,0.9063444108761329,5.0,662
12,14,1.0301204819277108,5.0,664
18,21,1.2632375189107412,5.0,661
6,8,1.267071320182094,5.0,659
8,16,1.4968152866242037,5.0,628
16,21,0.30174927113702626,4.0,686
11,13,1.4479338842975207,5.0,605
13,20,1.438729198184569,5.0,661
12,21,1.240909090909091,5.0,660
4,21,1.6256239600665559,5.0,601
6,12,1.3169491525423729,5.0,590
14,18,0.9807121661721068,5.0,674
13,24,0.9431643625192012,5.0,651
2,16,1.4521193092621665,5.0,637
12,19,1.2107558139534884,5.0,688
3,12,1.2190332326283988,5.0,662
5,16,1.303125,5.0,640
10,20,0.9680232558139535,5.0,688
2,19,1.4072327044025157,5.0,636
7,18,1.504078303425775,5.0,613
12,20,1.373397435897436,5.0,624
5,18,1.504038772213247,5.0,619
20,23,1.2346089850249584,5.0,601
3,8,0.2805755395683453,3.0,695
13,17,1.2351945854483926,5.0,591
8,10,1.4476923076923076,5.0,650
12,22,1.0384615384615385,5.0,624
3,20,1.5629984051036683,5.0,627
2,21,1.498299319727891,5.0,588
7,20,1.4658385093167703,5.0,644
5,9,1.3502377179080824,5.0,631
3,4,0.2973352033660589,4.0,713
10,11,0.3028571428571429,5.0,700
4,22,1.4708661417322835,5.0,635
15,17,0.9433070866141732,5.0,635
9,23,1.2883522727272727,5.0,704
8,19,1.3308383233532934,5.0,668
7,21,1.4572784810126582,5.0,632
1,10,0.9188767550702028,5.0,641
5,7,0.9984350547730829,5.0,639
5,20,1.2953125,5.0,640
1,14,1.4518167456556081,5.0,633
11,19,1.476897689768977,5.0,606
1,16,1.2804878048780488,5.0,656
1,22,1.4465709728867624,5.0,627
6,20,1.3663663663663663,5.0,666
4,20,1.5769881556683587,5.0,591
13,14,0.29767441860465116,5.0,645
2,20,1.4060031595576619,5.0,633
1,17,1.4820261437908497,5.0,612
0,13,1.3274478330658106,5.0,623
4,17,1.382943143812709,5.0,598
17,23,0.8170542635658915,5.0,645
11,24,1.421216848673947,5.0,641
13,23,0.9509493670886076,5.0,632
8,18,1.2593192868719612,5.0,617
11,14,1.2209856915739268,5.0,629
1,8,1.305921052631579,5.0,608
16,20,0.276218611521418,4.0,677
3,5,1.2949526813880126,5.0,634
9,20,1.5546875,5.0,640
18,20,1.2748735244519394,5.0,593
10,23,1.3671274961597542,5.0,651
0,14,1.5220820189274449,5.0,634
9,18,1.3512269938650308,5.0,652
16,24,1.1955555555555555,5.0,675
13,21,1.5194401244167963,5.0,643
10,17,1.2397476340694007,5.0,634
18,24,0.3225331369661267,4.0,679
9,24,1.2992125984251968,5.0,635
16,18,1.2515822784810127,5.0,632
0,19,1.5354938271604939,5.0,648
7,16,1.4186413902053712,5.0,633
15,19,1.2841614906832297,5.0,644
14,21,1.40625,5.0,640
19,23,0.3338088445078459,5.0,701
5,6,0.30173564753004006,4.0,749
3,13,0.827536231884058,5.0,690
9,15,1.5201342281879195,5.0,596
11,12,1.0,5.0,657
2,24,1.4403973509933774,5.0,604
17,19,0.8812316715542522,5.0,682
8,24,1.3069016152716593,5.0,681
18,23,0.2883787661406026,4.0,697
5,12,1.2720588235294117,5.0,680
1,2,0.9764705882352941,5.0,680
15,20,0.3309659090909091,5.0,704
7,17,1.463768115942029,5.0,621
6,24,1.5390749601275917,5.0,627
3,10,1.4885496183206106,5.0,655
0,20,1.391053391053391,5.0,693
6,23,1.5325732899022801,5.0,614
1,3,1.4725609756097562,5.0,656
14,17,1.1025236593059937,5.0,634
4,8,0.29492455418381347,4.0,729
21,24,1.2488619119878603,5.0,659
7,22,1.3851030110935023,5.0,631
0,23,1.5467980295566504,5.0,609
3,24,1.301948051948052,5.0,616
13,19,0.8673469387755102,5.0,686
2,13,1.1084905660377358,5.0,636
0,17,1.426256077795786,5.0,617
5,14,1.3406408094435076,5.0,593
11,22,1.2477203647416413,5.0,658
1,11,0.8768996960486323,5.0,658
4,19,1.3590551181102362,5.0,635
12,15,1.2463343108504399,5.0,682
7,23,1.4268502581755593,5.0,581
6,17,1.4974182444061963,5.0,581
17,18,0.7692307692307693,5.0,650
0,12,1.1658615136876007,5.0,621
2,6,0.8881789137380192,5.0,626
7,13,1.124031007751938,5.0,645
22,23,0.8658536585365854,5.0,656
8,14,0.9350073855243722,5.0,677
23,24,0.2993920972644377,5.0,658
2,8,0.9478672985781991,5.0,633
0,1,0.29066265060240964,5.0,664
3,14,1.0170278637770898,5.0,646
3,18,1.3204747774480712,5.0,674
4,23,1.239870340356564,5.0,617
17,21,0.8618857901726428,5.0,753
5,10,0.8687150837988827,5.0,716
5,22,1.4368650217706822,5.0,689
6,18,1.4831460674157304,5.0,623
6,19,1.5683690280065898,5.0,607
18,22,0.8851744186046512,5.0,688
8,13,0.8099547511312217,5.0,663
6,11,0.8805755395683453,5.0,695
10,24,1.4889240506329113,5.0,632
2,14,1.2751159196290571,5.0,647
15,18,1.2656,5.0,625
2,5,0.9745627980922098,5.0,629
8,9,0.24537037037037038,4.0,648
9,16,1.4508196721311475,5.0,610
17,20,0.9790419161676647,5.0,668
12,24,1.2798092209856915,5.0,629
2,4,0.9896193771626297,5.0,578
10,19,1.382695507487521,5.0,601
9,21,1.5090311986863711,5.0,609
1,13,1.439102564102564,5.0,624
7,12,1.039647577092511,5.0,681
9,10,1.4789473684210526,5.0,570
12,13,1.0145772594752187,5.0,686
8,17,1.504823151125402,5.0,622
9,14,0.8766025641025641,5.0,624
4,5,1.3875968992248062,5.0,645
14,20,1.4358108108108107,5.0,592
2,7,0.3111413043478261,4.0,736
12,17,1.0213740458015268,5.0,655
14,23,1.0110062893081762,5.0,636
11,17,1.15695067264574,5.0,669
0,24,1.5319148936170213,5.0,611
10,14,1.3791469194312795,5.0,633
1,23,1.588235294117647,5.0,612
0,6,0.26417910447761195,3.0,670
19,24,0.3167420814479638,4.0,663
9,19,1.322635135135135,5.0,592
10,21,1.0370967741935484,5.0,620
6,16,1.2696969696969698,5.0,660
12,23,1.2776119402985076,5.0,670
13,22,1.16,5.0,700
8,12,1.2739938080495357,5.0,646
11,20,0.95355587808418,5.0,689
10,12,1.0424597364568082,5.0,683
7,24,1.485519591141397,5.0,587
11,21,0.9513677811550152,5.0,658
2,12,0.9887096774193549,5.0,620
2,3,0.9851632047477745,5.0,674
11,23,1.401263823064771,5.0,633
5,23,1.5174603174603174,5.0,630
6,21,1.3801652892561984,5.0,605
6,22,1.4471153846153846,5.0,624
13,18,0.8585858585858586,5.0,693
19,20,1.1784565916398715,5.0,622
5,8,1.4140625,5.0,640
5,11,0.9329529243937232,5.0,701
8,22,1.3417322834645669,5.0,635
3,21,1.5674255691768826,5.0,571
2,17,1.4340490797546013,5.0,652
0,4,1.3893510815307821,5.0,601
0,22,1.4624183006535947,5.0,612
3,17,1.517628205128205,5.0,624
2,15,1.494949494949495,5.0,594
6,9,1.3593220338983052,5.0,590
1,12,1.25,5.0,628
1,21,1.3175355450236967,5.0,633
4,24,1.3316993464052287,5.0,612
1,15,1.3595166163141994,5.0,662
0,7,0.9635036496350365,5.0,685
10,13,1.4476650563607085,5.0,621
1,19,1.5233160621761659,5.0,579
14,22,1.2195121951219512,5.0,656
7,9,0.9626749611197511,5.0,643
3,15,1.4634873323397914,5.0,671
2,9,0.8967468175388967,5.0,707
1,24,1.4717285945072698,5.0,619
3,16,1.5353218210361068,5.0,637
0,9,1.2625189681335356,5.0,659
3,23,1.358231707317073,5.0,656
4,6,1.3518518518518519,5.0,648
1,4,1.2962962962962963,5.0,621
8,21,1.4627831715210355,5.0,618
10,22,1.1413690476190477,5.0,672
