src,dst,success
0,1,3124
0,3,5113
1,2,3666
2,3,4855
2,13,6677
3,4,8667
3,10,4895
4,8,10503
4,11,5529
5,6,2304
5,7,3862
6,9,5070
7,8,7036
8,9,7400
8,12,5965
8,15,8277
9,17,5143
10,11,7624
10,13,5811
11,14,6207
11,15,10363
12,16,4645
12,17,3671
13,14,6323
13,19,6413
13,20,5405
14,18,5596
15,16,6835
15,21,7594
16,22,4882
17,23,5049
18,20,6682
18,21,10290
19,24,3160
20,25,5562
21,26,7588
22,23,4083
22,26,4157
23,27,2941
24,25,2409
26,27,3103
