src,dst,success
0,1,3164
0,3,5104
1,2,3703
2,3,4843
2,13,6788
3,4,8786
3,10,4908
4,8,10620
4,11,5597
5,6,2336
5,7,3895
6,9,5172
7,8,7172
8,9,7490
8,12,5994
8,15,8350
9,17,5201
10,11,7575
10,13,5920
11,14,6361
11,15,10487
12,16,4609
12,17,3671
13,14,6384
13,19,6485
13,20,5471
14,18,5596
15,16,6897
15,21,7635
16,22,4878
17,23,5103
18,20,6788
18,21,10409
19,24,3208
20,25,5561
21,26,7737
22,23,4152
22,26,4144
23,27,2879
24,25,2446
26,27,3123
