src,dst,generated,served
0,1,175,173
0,2,177,176
0,3,179,176
0,4,187,184
0,5,188,184
0,6,173,168
0,7,168,165
0,8,164,162
0,9,170,166
0,10,160,159
0,11,139,139
0,12,168,163
0,13,189,189
0,14,211,210
0,15,188,182
0,16,161,154
0,17,179,169
0,18,191,190
0,19,185,180
0,20,168,164
0,21,182,176
0,22,179,164
0,23,143,129
0,24,171,170
0,25,156,154
0,26,189,162
0,27,175,142
1,0,0,0
1,2,167,167
1,3,161,161
1,4,181,180
1,5,193,182
1,6,165,155
1,7,173,166
1,8,171,167
1,9,168,161
1,10,164,164
1,11,205,204
1,12,160,152
1,13,164,164
1,14,178,174
1,15,150,146
1,16,182,167
1,17,170,153
1,18,181,180
1,19,183,180
1,20,183,182
1,21,176,166
1,22,181,158
1,23,184,155
1,24,183,181
1,25,157,155
1,26,173,154
1,27,156,134
2,0,0,0
2,1,0,0
2,3,158,158
2,4,180,178
2,5,191,188
2,6,172,164
2,7,169,168
2,8,188,185
2,9,184,177
2,10,169,168
2,11,169,167
2,12,181,177
2,13,161,159
2,14,161,160
2,15,179,175
2,16,166,160
2,17,185,167
2,18,145,143
2,19,161,161
2,20,172,172
2,21,178,168
2,22,191,175
2,23,168,145
2,24,176,176
2,25,184,184
2,26,167,138
2,27,189,154
3,0,0,0
3,1,0,0
3,2,0,0
3,4,190,188
3,5,156,145
3,6,161,153
3,7,214,205
3,8,184,178
3,9,176,170
3,10,186,185
3,11,177,177
3,12,172,166
3,13,196,195
3,14,170,170
3,15,157,154
3,16,177,161
3,17,193,176
3,18,169,167
3,19,196,194
3,20,188,186
3,21,169,157
3,22,159,137
3,23,182,143
3,24,184,182
3,25,156,154
3,26,165,139
3,27,153,130
4,0,0,0
4,1,0,0
4,2,0,0
4,3,0,0
4,5,198,195
4,6,186,181
4,7,170,168
4,8,168,164
4,9,170,167
4,10,158,158
4,11,176,175
4,12,175,170
4,13,199,197
4,14,188,188
4,15,188,183
4,16,168,165
4,17,205,189
4,18,191,188
4,19,192,186
4,20,169,166
4,21,164,157
4,22,162,138
4,23,169,143
4,24,182,168
4,25,164,160
4,26,155,140
4,27,153,125
5,0,0,0
5,1,0,0
5,2,0,0
5,3,0,0
5,4,0,0
5,6,175,175
5,7,167,167
5,8,157,157
5,9,192,191
5,10,179,164
