src,dst,success
0,1,4418
0,2,4512
0,7,7407
1,2,4009
1,3,7043
2,5,8480
3,4,7187
3,10,8348
4,5,7985
4,6,6117
5,9,6725
5,12,8164
6,7,6271
7,8,8987
8,9,6199
8,11,6145
8,13,5569
10,11,5201
10,13,4623
11,12,4397
12,13,3957
