src,dst,success
0,1,5056
0,2,4972
0,7,8062
1,2,4689
1,3,8061
2,5,9066
3,4,7409
3,10,9376
4,5,8400
4,6,6812
5,9,7269
5,12,8804
6,7,6820
7,8,9703
8,9,6589
8,11,6653
8,13,6031
10,11,5901
10,13,5091
11,12,4949
12,13,4249
