src,dst,success
0,1,5672
0,2,5818
0,7,8907
1,2,5298
1,3,8526
2,5,9456
3,4,8259
3,10,9899
4,5,9116
4,6,7847
5,9,8247
5,12,9727
6,7,7271
7,8,10132
8,9,7898
8,11,7772
8,13,7200
10,11,6916
10,13,6181
11,12,6052
12,13,5477
