src,dst,generated,served
0,1,2708,974
0,2,2748,1015
0,3,2709,824
0,4,2726,671
0,5,2791,842
0,6,2763,858
0,7,2791,1055
0,8,2732,862
0,9,2758,599
0,10,2711,540
0,11,2761,472
0,12,2756,570
0,13,2760,567
1,2,2762,1032
1,3,2768,1029
1,4,2748,773
1,5,2740,795
1,6,2684,632
1,7,2732,897
1,8,2736,609
1,9,2705,576
1,10,2742,902
1,11,2710,577
1,12,2735,595
1,13,2690,563
2,3,2757,859
2,4,2706,753
2,5,2708,948
2,6,2724,644
2,7,2846,992
2,8,2776,561
2,9,2784,836
2,10,2702,560
2,11,2786,516
2,12,2769,757
2,13,2812,513
3,4,2776,1040
3,5,2735,786
3,6,2779,904
3,7,2726,637
3,8,2705,601
3,9,2788,639
3,10,2782,1036
3,11,2695,893
3,12,2758,722
3,13,2745,956
4,5,2735,996
4,6,2763,1026
4,7,2693,839
4,8,2746,561
4,9,2746,878
4,10,2763,875
4,11,2746,536
4,12,2745,864
4,13,2789,584
5,6,2761,894
5,7,2747,687
5,8,2749,887
5,9,2798,1062
5,10,2764,748
5,11,2743,893
5,12,2751,1019
5,13,2783,951
6,7,2703,969
6,8,2758,865
6,9,2746,679
6,10,2771,755
6,11,2772,679
6,12,2746,711
6,13,2798,666
7,8,2734,997
7,9,2731,864
7,10,2779,754
7,11,2743,893
7,12,2789,800
7,13,2719,858
8,9,2747,1010
8,10,2721,938
8,11,2726,993
8,12,2743,978
8,13,2756,1024
9,10,2748,853
9,11,2710,927
9,12,2747,976
9,13,2730,944
10,11,2753,1022
10,12,2737,989
10,13,2736,1006
11,12,2712,979
11,13,2748,996
12,13,2747,1016
