src,dst,generated,served
0,1,736,733
0,2,796,795
0,3,754,737
0,4,765,733
0,5,788,773
0,6,715,693
0,7,759,754
0,8,742,719
0,9,751,709
0,10,789,727
0,11,752,676
0,12,785,730
0,13,781,728
1,0,0,0
1,2,778,777
1,3,796,792
1,4,691,669
1,5,787,765
1,6,805,754
1,7,752,742
1,8,741,680
1,9,727,666
1,10,765,747
1,11,798,733
1,12,717,668
1,13,747,693
2,0,0,0
2,1,0,0
2,3,756,746
2,4,753,727
2,5,726,723
2,6,762,716
2,7,779,766
2,8,824,761
2,9,786,766
2,10,741,672
2,11,734,679
2,12,755,710
2,13,744,681
3,0,0,0
3,1,0,0
3,2,0,0
3,4,757,754
3,5,749,734
3,6,762,750
3,7,706,679
3,8,804,763
3,9,763,704
3,10,771,761
3,11,783,770
3,12,751,703
3,13,755,744
4,0,0,0
4,1,0,0
4,2,0,0
4,3,0,0
4,5,729,727
4,6,761,757
4,7,751,741
4,8,761,717
4,9,724,711
4,10,740,717
4,11,763,715
4,12,747,724
4,13,758,727
5,0,0,0
5,1,0,0
5,2,0,0
5,3,0,0
5,4,0,0
5,6,751,741
5,7,735,701
5,8,749,740
5,9,770,766
5,10,785,763
5,11,744,738
5,12,740,736
5,13,757,749
6,0,0,0
6,1,0,0
6,2,0,0
6,3,0,0
6,4,0,0
6,5,0,0
6,7,760,759
6,8,765,734
6,9,723,682
6,10,784,730
6,11,826,765
6,12,755,706
6,13,736,693
7,0,0,0
7,1,0,0
7,2,0,0
7,3,0,0
7,4,0,0
7,5,0,0
7,6,0,0
7,8,776,770
7,9,769,748
7,10,749,683
7,11,806,782
7,12,728,693
7,13,774,746
8,0,0,0
8,1,0,0
8,2,0,0
8,3,0,0
8,4,0,0
8,5,0,0
8,6,0,0
8,7,0,0
8,9,777,771
8,10,767,761
8,11,741,736
8,12,746,745
8,13,744,743
9,0,0,0
9,1,0,0
9,2,0,0
9,3,0,0
9,4,0,0
9,5,0,0
9,6,0,0
9,7,0,0
9,8,0,0
9,10,797,774
9,11,763,752
9,12,722,716
9,13,776,771
10,0,0,0
10,1,0,0
10,2,0,0
10,3,0,0
10,4,0,0
10,5,0,0
10,6,0,0
10,7,0,0
10,8,0,0
10,9,0,0
10,11,759,755
10,12,768,768
10,13,719,719
11,0,0,0
11,1,0,0
11,2,0,0
11,3,0,0
11,4,0,0
11,5,0,0
11,6,0,0
11,7,0,0
11,8,0,0
11,9,0,0
11,10,0,0
11,12,748,746
11,13,670,669
12,0,0,0
12,1,0,0
12,2,0,0
12,3,0,0
12,4,0,0
12,5,0,0
12,6,0,0
12,7,0,0
12,8,0,0
12,9,0,0
12,10,0,0
12,11,0,0
12,13,736,736
13,0,0,0
13,1,0,0
13,2,0,0
13,3,0,0
13,4,0,0
13,5,0,0
13,6,0,0
13,7,0,0
13,8,0,0
13,9,0,0
13,10,0,0
13,11,0,0
13,12,0,0
