src,dst,success
0,1,5628
0,2,5684
0,7,8685
1,2,5406
1,3,8709
2,5,9627
3,4,7996
3,10,9806
4,5,8956
4,6,7517
5,9,7884
5,12,9319
6,7,7219
7,8,9988
8,9,7414
8,11,7275
8,13,6633
10,11,6494
10,13,5733
11,12,5547
12,13,4887
