src,dst,generated,served
0,1,799,799
0,2,807,807
0,3,766,766
0,4,778,778
0,5,782,782
0,6,790,789
0,7,803,803
0,8,793,790
0,9,827,790
0,10,769,769
0,11,760,760
0,12,750,749
0,13,836,740
0,14,840,636
0,15,781,781
0,16,819,819
0,17,813,697
0,18,777,333
0,19,823,432
0,20,807,804
0,21,771,737
0,22,814,488
0,23,758,416
0,24,797,539
1,2,803,803
1,3,832,832
1,4,793,793
1,5,819,819
1,6,781,780
1,7,797,797
1,8,775,775
1,9,781,775
1,10,778,777
1,11,820,820
1,12,831,831
1,13,786,763
1,14,809,662
1,15,829,825
1,16,825,824
1,17,756,716
1,18,754,426
1,19,796,383
1,20,778,703
1,21,750,725
1,22,790,462
1,23,803,319
1,24,808,482
2,3,748,748
2,4,780,780
2,5,778,778
2,6,773,773
2,7,745,745
2,8,780,780
2,9,794,794
2,10,766,760
2,11,805,805
2,12,806,806
2,13,770,770
2,14,730,725
2,15,773,658
2,16,806,683
2,17,784,779
2,18,783,696
2,19,790,637
2,20,759,545
2,21,791,412
2,22,803,679
2,23,797,417
2,24,783,499
3,4,777,777
3,5,748,744
3,6,804,802
3,7,734,734
3,8,729,729
3,9,761,761
3,10,807,640
3,11,789,711
3,12,816,815
3,13,769,769
3,14,822,822
3,15,760,392
3,16,785,301
3,17,794,615
3,18,775,762
3,19,825,750
3,20,856,443
3,21,796,272
3,22,776,381
3,23,834,565
3,24,769,492
4,5,796,740
4,6,748,732
4,7,770,770
4,8,760,760
4,9,806,806
4,10,806,532
4,11,814,514
4,12,803,763
4,13,793,792
4,14,821,821
4,15,811,418
4,16,814,274
4,17,772,512
4,18,807,764
4,19,789,784
4,20,815,545
4,21,796,409
4,22,760,518
4,23,807,584
4,24,801,689
5,6,774,773
5,7,799,799
5,8,826,780
5,9,793,678
5,10,774,774
5,11,765,765
5,12,763,754
5,13,778,543
5,14,843,406
5,15,798,798
5,16,826,825
5,17,809,765
5,18,811,372
5,19,826,322
5,20,812,812
5,21,790,790
5,22,780,731
5,23,821,601
5,24,766,493
6,7,822,822
6,8,808,805
6,9,808,786
6,10,858,857
6,11,802,802
6,12,760,760
6,13,822,801
6,14,776,546
6,15,793,793
6,16,806,806
6,17,771,768
6,18,797,600
6,19,753,302
6,20,756,755
6,21,790,790
6,22,761,758
6,23,760,640
6,24,806,610
7,8,737,737
7,9,795,795
7,10,806,804
7,11,780,780
7,12,856,856
7,13,796,796
7,14,803,800
7,15,806,679
7,16,816,801
7,17,814,814
7,18,740,731
7,19,789,704
7,20,822,365
7,21,844,730
7,22,760,760
7,23,804,789
7,24,819,674
8,9,813,813
8,10,792,712
8,11,814,805
8,12,767,767
8,13,739,739
8,14,831,831
8,15,778,356
8,16,796,532
8,17,783,779
8,18,790,790
8,19,767,767
8,20,810,194
8,21,750,130
8,22,833,662
8,23,786,783
8,24,794,774
9,10,819,657
9,11,764,710
9,12,785,785
9,13,752,752
9,14,797,797
9,15,799,488
9,16,756,418
9,17,837,809
9,18,789,789
9,19,787,787
9,20,813,461
9,21,786,255
9,22,846,596
9,23,775,752
9,24,793,791
10,11,747,747
10,12,785,785
10,13,790,781
10,14,841,753
10,15,769,769
10,16,815,815
10,17,808,807
10,18,757,683
10,19,734,485
10,20,805,805
10,21,818,818
10,22,769,739
10,23,793,502
10,24,851,465
11,12,783,783
11,13,766,766
11,14,818,812
11,15,793,793
11,16,776,776
11,17,798,798
11,18,817,811
11,19,819,742
11,20,829,829
11,21,772,772
11,22,780,777
11,23,837,741
11,24,805,518
12,13,774,774
12,14,794,794
12,15,755,754
12,16,794,794
12,17,766,766
12,18,769,769
12,19,811,811
12,20,834,827
12,21,742,740
12,22,791,791
12,23,789,787
12,24,761,745
13,14,775,775
13,15,803,760
13,16,793,786
13,17,754,753
13,18,784,784
13,19,797,797
13,20,813,670
13,21,814,806
13,22,794,794
13,23,755,755
13,24,809,809
14,15,803,727
14,16,781,754
14,17,756,755
14,18,739,739
14,19,780,780
14,20,816,700
14,21,770,682
14,22,791,789
14,23,800,800
14,24,832,832
15,16,796,796
15,17,800,800
15,18,799,792
15,19,817,786
15,20,781,781
15,21,801,800
15,22,779,777
15,23,803,789
15,24,795,737
16,17,773,773
16,18,811,811
16,19,769,768
16,20,742,742
16,21,784,784
16,22,757,757
16,23,784,784
16,24,819,807
17,18,738,738
17,19,784,784
17,20,794,794
17,21,772,772
17,22,759,759
17,23,826,826
17,24,775,775
18,19,809,809
18,20,772,766
18,21,713,712
18,22,787,787
18,23,776,776
18,24,766,766
19,20,794,775
19,21,816,814
19,22,831,831
19,23,818,818
19,24,763,763
20,21,767,767
20,22,778,778
20,23,820,819
20,24,769,760
21,22,808,807
21,23,771,770
21,24,783,782
22,23,810,810
22,24,761,761
23,24,782,782
