src,dst,success
0,1,14156
0,2,14433
0,7,20088
1,2,13566
1,3,20086
2,5,20084
3,4,20083
3,10,20084
4,5,20085
4,6,20085
5,9,20086
5,12,20091
6,7,20086
7,8,20088
8,9,20091
8,11,19807
8,13,19744
10,11,17079
10,13,16923
11,12,16740
12,13,16384
