episode,avg_delay
0,0.0
1,0.4666666666666667
2,1.1153846153846154
3,1.0555555555555556
4,1.631578947368421
5,0.0
6,2.7142857142857144
7,1.625
8,2.4
9,1.4615384615384615
10,1.5263157894736843
11,0.625
12,1.411764705882353
13,1.1666666666666667
14,1.375
15,2.1875
16,1.3333333333333333
17,0.6666666666666666
18,1.263157894736842
19,0.7777777777777778
20,1.5
21,1.368421052631579
22,1.0
23,1.4166666666666667
24,0.875
25,0.6666666666666666
26,0.7692307692307693
27,1.04
28,1.25
29,1.5454545454545454
30,1.8571428571428572
31,0.7
32,1.375
33,0.8181818181818182
34,1.0
35,1.0
36,1.8666666666666667
37,1.15
38,0.0
39,1.7647058823529411
40,0.875
41,1.826086956521739
42,0.8571428571428571
43,0.45
44,0.7777777777777778
45,1.6842105263157894
46,1.3181818181818181
47,1.0
48,1.0384615384615385
49,0.5714285714285714
50,1.0
51,1.3333333333333333
52,0.0
53,2.3333333333333335
54,1.5
55,1.0
56,1.7777777777777777
57,1.2962962962962963
58,0.8181818181818182
59,1.5416666666666667
60,0.38461538461538464
61,1.2727272727272727
62,1.5714285714285714
63,1.5333333333333334
64,0.7777777777777778
65,2.0
66,1.7142857142857142
67,0.5
68,1.2
69,1.6666666666666667
70,1.0
71,1.5
72,1.0
73,1.6
74,0.0
75,1.6153846153846154
76,1.0
77,1.4090909090909092
78,1.4736842105263157
79,0.7777777777777778
80,0.7222222222222222
81,1.0434782608695652
82,1.0
83,0.0
84,1.8333333333333333
85,1.8823529411764706
86,1.3333333333333333
87,0.9642857142857143
88,0.9285714285714286
89,0.9375
90,0.5555555555555556
91,1.7916666666666667
92,1.2941176470588236
93,1.3076923076923077
94,1.0
95,1.0454545454545454
96,1.2941176470588236
97,0.0
98,2.3157894736842106
99,2.5
100,1.3
101,2.2083333333333335
102,1.588235294117647
103,0.8666666666666667
104,1.2857142857142858
105,1.25
106,1.85
107,1.6818181818181819
108,0.4444444444444444
109,0.9230769230769231
110,1.5714285714285714
111,0.625
112,1.6666666666666667
113,1.5333333333333334
114,0.9230769230769231
115,1.5
116,1.3333333333333333
117,1.0833333333333333
118,2.3636363636363638
119,1.85
120,1.2142857142857142
121,1.0434782608695652
122,0.6666666666666666
123,2.090909090909091
124,0.0
125,1.8571428571428572
126,1.8333333333333333
127,2.090909090909091
128,1.411764705882353
129,2.0
130,1.3846153846153846
131,2.0
132,2.642857142857143
133,1.2941176470588236
134,1.15
135,0.47058823529411764
136,1.7777777777777777
137,0.625
138,1.4444444444444444
139,1.6666666666666667
140,2.25
141,1.7142857142857142
142,1.4
143,0.75
144,0.7142857142857143
145,1.0
146,1.2
147,1.3333333333333333
148,1.8333333333333333
149,0.3333333333333333
150,1.8235294117647058
151,1.6
152,1.5238095238095237
153,1.0
154,1.9090909090909092
155,1.3333333333333333
156,1.3571428571428572
157,1.375
158,1.6333333333333333
159,0.7647058823529411
160,1.3636363636363635
161,0.9090909090909091
162,1.1428571428571428
163,0.6666666666666666
164,2.0714285714285716
165,1.3846153846153846
166,1.05
167,1.3333333333333333
168,1.8181818181818181
169,0.5
170,2.1333333333333333
171,1.6428571428571428
172,1.4090909090909092
173,0.9375
174,1.2916666666666667
175,0.7741935483870968
176,0.5294117647058824
