src,dst,success
0,1,3162
0,3,5015
1,2,3752
2,3,4745
2,13,6694
3,4,8609
3,10,4803
4,8,10422
4,11,5457
5,6,2348
5,7,3811
6,9,5039
7,8,6962
8,9,7372
8,12,5984
8,15,8092
9,17,5186
10,11,7461
10,13,5791
11,14,6209
11,15,10264
12,16,4634
12,17,3723
13,14,6313
13,19,6326
13,20,5472
14,18,5442
15,16,6873
15,21,7500
16,22,4989
17,23,5105
18,20,6654
18,21,10250
19,24,3193
20,25,5553
21,26,7739
22,23,4149
22,26,4098
23,27,2952
24,25,2458
26,27,3146
