src,dst,success
0,1,2913
0,3,4926
1,2,3729
2,3,4684
2,13,6861
3,4,8615
3,10,4855
4,8,10575
4,11,5684
5,6,2392
5,7,3824
6,9,5149
7,8,7144
8,9,7449
8,12,6134
8,15,8232
9,17,5268
10,11,7551
10,13,5794
11,14,6322
11,15,10458
12,16,4663
12,17,3573
13,14,6452
13,19,6556
13,20,5511
14,18,5502
15,16,6938
15,21,7721
16,22,4980
17,23,5166
18,20,6663
18,21,10352
19,24,3315
20,25,5729
21,26,7791
22,23,4143
22,26,4025
23,27,2929
24,25,2536
26,27,3162
