src,dst,success
0,1,2974
0,3,4840
1,2,3645
2,3,4534
2,13,6682
3,4,8437
3,10,4627
4,8,10451
4,11,5641
5,6,2251
5,7,3727
6,9,5000
7,8,6983
8,9,7300
8,12,5977
8,15,8169
9,17,5104
10,11,7444
10,13,5750
11,14,6173
11,15,10365
12,16,4521
12,17,3561
13,14,6167
13,19,6351
13,20,5445
14,18,5320
15,16,6830
15,21,7657
16,22,4859
17,23,5078
18,20,6629
18,21,10243
19,24,3245
20,25,5642
21,26,7897
22,23,4092
22,26,3925
23,27,2959
24,25,2450
26,27,3306
